Branch
% PTDF From ,% PTDF To ,From Number,To Number
-6.42,6.43,26126,26125
-6.42,6.43,26126,26125
-5.94,5.94,26126,26125
-0.00,0.00,26125,26129
-8.45,8.47,26125,26204
-4.19,4.20,26237,26126
4.51,-4.51,26131,26130
-0.00,0.00,26130,26133
-0.00,0.00,26130,26134
2.26,-2.25,26130,26135
2.26,-2.25,26130,26135
-3.78,3.77,26131,26136
0.04,-0.04,26131,26143
-2.15,2.16,26142,26135
2.34,-2.32,26135,26160
0.63,-0.63,26143,26142
-0.00,0.00,26142,26146
0.00,0.00,26142,26147
-0.00,0.00,26142,26148
2.78,-2.78,26142,26160
-0.03,0.03,26150,26236
-0.28,0.28,26152,26153
0.00,-0.00,26152,26157
0.00,-0.00,26152,26158
9.28,-9.27,26160,26152
-0.60,0.61,26153,26161
0.11,-0.11,26153,26167
-0.43,0.43,26161,26160
0.00,0.00,26160,26163
0.00,0.00,26160,26164
0.00,0.00,26160,26165
0.00,0.00,26160,26166
-0.00,0.00,26161,26185
-0.04,0.04,26167,26185
0.28,-0.27,26229,26167
0.00,0.00,26171,26174
0.00,0.00,26171,26176
-0.00,0.00,26171,26177
0.00,-0.00,26171,26178
-0.00,0.00,26171,26179
0.00,0.00,26171,26180
-0.00,0.00,26171,26181
0.00,0.00,26171,26182
0.00,-0.00,26171,26183
0.05,-0.05,26171,26184
0.01,-0.01,26171,28023
-0.00,0.00,26171,28059
-0.00,0.00,26171,28074
-0.00,0.00,26171,28097
-0.02,0.02,26171,28155
-0.02,0.02,26171,28800
-0.07,0.07,26171,28874
-0.01,0.01,26171,29044
0.42,-0.42,26184,28023
-3.65,3.65,26195,26194
-3.65,3.65,26195,26194
-3.65,3.65,26195,26194
0.00,-0.00,26194,26197
0.00,-0.00,26194,26198
0.00,-0.00,26194,26199
0.00,-0.00,26194,26200
0.00,0.00,26194,26201
0.00,-0.00,26194,26202
-10.95,10.96,26194,26204
2.99,-2.98,26195,26228
-0.65,0.65,26206,26205
-1.83,1.83,26213,26212
-0.00,0.00,26212,26215
-0.00,0.00,26212,26216
0.00,-0.00,26212,26217
0.00,-0.00,26220,26222
-0.00,0.00,26220,26226
-0.00,0.00,26220,26227
-0.18,0.18,26220,26228
-0.28,0.28,26229,26230
-0.14,0.14,26238,26237
-0.00,0.00,28011,28013
0.00,-0.00,28011,28023
0.24,-0.24,28011,28035
-0.00,0.00,28011,28059
-0.02,0.02,28011,28874
0.00,-0.00,28023,28035
0.98,-0.97,28023,28038
-0.00,0.00,28023,28046
-0.00,0.00,28023,28118
-0.03,0.03,28023,28874
-0.00,0.00,28023,28946
-0.00,0.00,28023,29040
-0.01,0.01,28023,29044
-0.00,0.00,28035,28037
-1.56,1.56,28038,28035
-0.64,0.64,28035,28118
-0.04,0.03,28035,28874
-0.01,0.01,28035,29044
-0.63,0.63,28035,29079
-0.07,0.07,28038,28874
-0.01,0.01,28038,29044
0.00,-0.00,28046,28048
0.02,-0.02,28046,28049
-0.01,0.01,28046,28874
0.03,-0.03,28097,28049
-0.05,0.05,28074,28059
0.05,-0.05,28059,28097
0.00,-0.00,28059,28097
-0.09,0.09,28059,28211
-0.00,0.00,28059,28874
0.00,-0.00,28074,28078
-0.02,0.02,28074,28211
-0.00,0.00,28074,28874
-0.08,0.08,29040,28074
-0.00,0.00,28097,28099
0.11,-0.11,28097,28118
-0.02,0.02,28097,28211
-0.05,0.05,28097,28800
-0.00,0.00,28097,28874
-0.04,0.04,28118,28800
-0.02,0.02,28118,28874
-0.00,0.00,28155,28157
0.02,-0.02,28155,28158
-0.02,0.02,28155,28317
-0.01,0.01,28155,28800
1.38,-1.38,28168,28158
2.40,-2.40,28211,28158
-0.01,0.01,28168,28800
-1.37,1.38,28168,29081
-0.05,0.05,28211,28502
-0.06,0.06,28211,29004
-2.42,2.44,28211,29025
0.24,-0.24,28795,28217
0.01,-0.01,28217,28800
-0.89,0.89,28217,28831
-0.04,0.04,28217,28848
0.10,-0.10,28217,28874
-0.01,0.01,28217,28896
-0.00,0.00,28217,28998
0.07,-0.06,28217,29044
0.05,-0.05,28222,28800
0.04,-0.03,28222,28874
-0.00,0.00,28222,28896
-0.08,0.08,28222,29003
0.12,-0.12,28317,28428
-0.03,0.03,28317,28566
-0.05,0.05,28317,28625
-0.03,0.03,28317,29004
-0.01,0.01,28317,29038
-0.00,0.00,28325,28458
0.03,-0.03,28325,28782
0.02,-0.02,28325,28800
-0.01,0.01,28325,28848
0.00,-0.00,28325,28896
-0.01,0.01,28325,29033
-0.00,0.00,28343,28347
-1.00,1.01,28343,28460
-0.99,0.99,28860,28343
0.02,-0.02,28343,28896
-0.04,0.04,28364,29004
-0.05,0.05,29025,28364
-0.00,0.00,28403,28407
-0.01,0.01,28403,28408
-0.00,0.00,28403,28856
-0.00,0.00,28403,28908
-0.00,0.00,28403,28928
0.01,-0.01,28403,28980
-0.00,0.00,28403,29059
0.16,-0.16,28780,28408
-0.16,0.15,28842,28408
0.15,-0.15,28416,28782
-0.05,0.05,28416,29033
-0.03,0.03,28416,29038
-0.04,0.04,28416,29062
-0.02,0.02,28428,28625
0.01,-0.01,28428,28800
0.13,-0.13,28428,29081
0.07,-0.07,28458,28460
-0.00,0.00,28458,28461
0.03,-0.03,28458,28782
0.00,-0.00,28458,28848
0.00,-0.00,28458,28869
0.02,-0.02,28458,28896
-0.06,0.06,28458,28959
-0.01,0.01,28458,28963
-0.02,0.02,28458,29054
0.03,-0.03,28460,28848
-1.33,1.34,28460,28964
-0.08,0.08,28813,28502
0.13,-0.13,28842,28502
-0.00,0.00,28502,28856
0.00,-0.00,28502,28980
0.01,-0.01,28502,29004
0.00,-0.00,28535,28540
-0.13,0.13,28535,28631
-0.13,0.13,28842,28535
-0.01,0.01,28535,28856
-0.00,0.00,28535,28908
-0.00,0.00,28535,28928
-0.01,0.01,28535,28948
0.01,-0.01,28535,28980
-0.00,0.00,28535,29059
-0.06,0.06,28548,28543
0.00,-0.00,28543,28856
0.00,-0.00,28543,28908
0.01,-0.01,28543,28928
-0.06,0.06,28543,29016
0.00,-0.00,28543,29059
0.00,-0.00,28543,29060
-0.05,0.05,28548,28598
0.00,-0.00,28548,28805
0.00,-0.00,28548,28856
0.00,-0.00,28548,28908
0.01,-0.01,28548,28909
0.00,-0.00,28548,28928
-0.19,0.19,28978,28548
0.00,-0.00,28548,28980
-0.10,0.10,28548,29016
-0.00,0.00,28548,29059
0.00,-0.00,28548,29060
0.00,-0.00,28566,28625
0.00,-0.00,28566,28625
-0.01,0.01,28566,28833
-0.03,0.03,28566,29004
0.00,-0.00,28566,29038
0.01,-0.01,28566,29081
0.15,-0.15,28574,28780
0.01,-0.01,28574,28856
-0.00,0.00,28574,28904
0.00,-0.00,28574,28928
0.15,-0.15,29016,28574
-0.00,0.00,28574,29059
-0.00,0.00,28574,29060
1.05,-1.05,28581,28782
0.01,-0.01,28581,28782
-0.95,0.95,28581,28924
-0.03,0.03,28581,29033
-0.02,0.02,28581,29038
-0.04,0.04,28581,29062
0.00,-0.00,28598,28908
0.00,-0.00,28598,28928
-0.06,0.06,28598,29016
0.00,-0.00,28598,29059
0.01,-0.01,28598,29060
0.00,-0.00,28625,28627
0.04,-0.04,28763,28625
-0.02,0.02,28625,29004
0.01,-0.01,28625,29038
0.00,-0.00,28625,29046
-0.00,0.00,28631,28856
0.12,-0.12,28857,28631
-0.00,0.00,28631,28948
0.00,-0.00,28631,28980
-0.00,0.00,28631,29059
-0.00,0.00,28655,28657
-0.65,0.65,28655,28684
-0.00,0.00,28655,28833
0.64,-0.64,28655,28924
-0.01,0.01,28655,28995
0.03,-0.03,28655,29038
-0.01,0.01,28684,28807
-0.01,0.01,28684,28823
0.60,-0.59,28833,28684
-0.01,0.01,28684,28833
-0.02,0.02,28684,28948
0.02,-0.02,28684,29038
-1.67,1.67,28718,28717
-0.00,0.00,28717,28720
-0.00,0.00,28717,28722
5.88,-5.81,28758,28717
4.14,-4.14,28717,28847
0.00,-0.00,28718,28723
0.16,-0.16,28718,28869
0.00,-0.00,28725,29004
0.00,-0.00,28727,28824
-0.00,0.00,28727,29038
-0.00,0.00,28727,29046
-0.00,0.00,28729,29059
0.00,-0.00,28730,28749
-0.05,0.05,28730,28915
0.05,-0.05,28730,28920
0.00,-0.00,28730,28920
-0.02,0.02,28730,40861
0.00,-0.00,28732,28920
0.00,-0.00,28733,28920
0.00,-0.00,28736,28920
-0.15,0.15,28738,28737
-0.00,0.00,28737,28740
-0.00,0.00,28737,28742
-0.00,0.00,28737,28743
-0.00,0.00,28737,28744
5.55,-5.52,28737,28745
0.00,-0.00,28737,28746
0.00,-0.00,28737,28747
-0.00,0.00,28737,28748
2.97,-2.96,28888,28737
-2.75,2.76,28737,40759
0.85,-0.84,28954,28738
-0.91,0.92,29054,28738
0.05,-0.05,28738,29054
0.03,-0.02,28738,29062
4.59,-4.55,28745,28772
0.93,-0.92,28745,28841
0.00,-0.00,28749,28751
-0.00,0.00,28749,28752
-0.00,0.00,28749,28753
0.00,-0.00,28749,28754
0.00,-0.00,28749,28804
0.00,-0.00,28749,28835
0.00,-0.00,28749,28904
-0.00,0.00,28911,28749
-0.01,0.01,28749,28920
0.01,-0.01,28749,28935
0.00,-0.00,28749,28935
0.01,-0.01,28755,28826
-0.03,0.03,28755,28835
0.02,-0.02,28755,28948
0.00,-0.00,28755,28987
0.00,-0.00,28757,28856
-0.00,0.01,28757,28904
0.00,-0.00,28757,29059
-0.47,0.47,28759,28758
-3.35,3.36,28758,40979
-0.02,0.02,28759,28890
1.45,-1.41,28759,28964
-0.01,0.01,28759,29073
-0.03,0.03,28759,30327
-0.01,0.01,28759,30434
0.39,-0.39,28763,28762
0.00,0.00,28762,28765
0.00,-0.00,28762,28766
0.00,0.00,28762,28768
0.00,0.00,28762,28769
0.00,-0.00,28762,28770
-0.00,0.00,28762,28771
0.39,-0.39,28762,28772
0.47,-0.47,28924,28763
0.04,-0.04,28763,29038
0.00,-0.00,28763,29046
3.75,-3.74,28772,28781
-1.19,1.19,29080,28772
0.00,-0.00,28773,28778
0.00,-0.00,28773,28779
-0.00,0.00,28773,28780
-0.00,0.00,28773,28805
-0.00,0.00,28773,28856
-0.00,0.00,28773,28908
-0.00,0.00,28773,28928
0.01,-0.01,28773,28980
-0.00,0.00,28773,29059
-0.01,0.01,28780,28978
0.08,-0.08,28782,28781
0.08,-0.08,28782,28781
0.08,-0.08,28782,28781
-0.00,0.00,28781,28784
0.00,-0.00,28781,28785
0.00,-0.00,28781,28786
0.00,-0.00,28781,28787
0.00,-0.00,28781,28788
0.00,-0.00,28781,28789
-7.58,7.58,28794,28781
-3.61,3.62,28781,28847
0.02,-0.02,28782,28800
0.94,-0.94,28782,28831
-0.04,0.04,28782,28848
-0.00,0.00,28782,28896
0.00,-0.00,28782,28998
0.25,-0.25,28782,29003
-0.03,0.03,28782,29033
-0.02,0.02,28782,29038
-0.02,0.02,28782,29062
-0.00,0.00,28791,28980
0.00,-0.00,28791,29004
-0.00,0.00,28792,28980
0.00,-0.00,28792,29004
0.55,-0.55,28795,28794
0.00,-0.00,28794,28797
0.00,0.00,28794,28798
0.01,-0.01,28795,28800
0.17,-0.17,28795,28803
1.04,-1.04,28860,28795
0.03,-0.03,28795,28874
-0.03,0.03,28795,28896
0.03,-0.03,28795,29044
0.17,-0.17,28799,28800
-0.17,0.17,28799,28803
-0.07,0.07,28800,28831
-0.01,0.01,28800,28848
-0.00,0.00,28800,28860
0.00,-0.00,28800,28871
0.00,-0.00,28800,28872
0.13,-0.13,28800,28874
-0.02,0.02,28800,28896
0.00,-0.00,28800,28934
-0.00,0.00,28800,28939
-0.01,0.01,28800,28984
-0.06,0.06,28800,28998
0.00,-0.00,28800,29006
0.00,0.00,28800,29007
0.13,-0.13,28800,29044
-0.02,0.02,28800,29081
0.03,-0.03,28804,28835
0.00,-0.00,28804,28893
-0.00,0.00,28804,28904
-0.01,0.01,28804,28911
-0.00,0.00,28804,28920
-0.00,0.00,28804,28935
-0.01,0.01,28804,28965
-0.00,0.00,28804,28972
-0.00,0.00,28804,28973
-0.00,0.00,28804,29022
0.00,-0.00,28805,28856
-0.00,0.00,28805,28908
-0.00,0.00,28805,28928
0.00,-0.00,28805,28978
-0.00,0.00,28807,28811
-0.00,0.00,28807,28812
-0.08,0.08,28807,28813
0.03,-0.03,28807,29004
0.02,-0.02,28807,29038
0.03,-0.03,28807,29081
-0.04,0.04,28815,28814
0.03,-0.03,28815,28839
0.01,-0.01,28815,28869
0.05,-0.05,28823,28833
-0.13,0.13,28823,28858
-0.06,0.06,28948,28823
0.00,-0.00,28823,28948
-0.00,0.00,28823,28994
0.00,-0.00,28823,28995
-0.01,0.01,28824,28924
-0.00,0.00,28824,28927
0.07,-0.07,28824,29033
-0.05,0.05,28824,29038
-0.01,0.01,28824,29046
-0.00,0.00,28824,29062
0.00,0.00,28826,28828
0.00,-0.00,28826,28830
0.54,-0.53,28826,28833
0.46,-0.46,28877,28826
-0.03,0.03,28826,28948
0.04,-0.04,29008,28826
0.00,-0.00,28829,28948
-0.00,0.00,28831,28896
-0.03,0.03,28833,28948
0.02,-0.02,28835,28877
-0.00,0.00,28835,28893
-0.00,0.00,28835,28935
-0.01,0.01,28835,28965
0.00,-0.00,28837,28980
0.03,-0.03,28839,28869
0.07,-0.07,28842,28841
0.07,-0.07,28842,28841
0.07,-0.07,28842,28841
-0.00,0.00,28841,28844
-0.00,0.00,28841,28845
0.00,-0.00,28841,28846
1.18,-1.18,29015,28841
-2.31,2.31,29024,28841
-0.19,0.19,28842,28978
0.01,-0.01,28842,28980
0.14,-0.14,28842,29004
-0.51,0.51,28848,28847
0.00,0.00,28847,28850
0.00,-0.00,28847,28851
0.00,-0.00,28847,28852
0.00,-0.00,28847,28854
0.01,-0.01,28848,28869
0.18,-0.18,28848,28896
0.01,-0.01,28848,28998
-0.00,0.00,28856,28855
-0.00,0.00,28855,28857
-0.00,0.00,28856,28901
-0.00,0.00,28856,28904
-0.00,0.00,28856,28908
-0.00,0.00,28856,28928
-0.00,0.00,28856,28948
0.01,-0.01,28856,28978
0.01,-0.01,28856,28980
-0.00,0.00,28856,29016
-0.00,0.00,28856,29059
-0.00,0.00,28856,29060
-0.13,0.13,28857,29016
-0.02,0.02,28858,28880
-0.14,0.14,28858,28949
0.04,-0.04,28858,29008
0.00,-0.00,28860,28862
-0.00,0.00,28860,28863
-0.00,0.00,28860,28865
-0.00,0.00,28860,28867
-0.00,0.00,28860,28868
-0.03,0.03,28860,28896
0.01,-0.01,28869,28896
-0.03,0.03,28874,28896
0.00,-0.00,28874,28946
-0.04,0.04,28874,28998
0.01,-0.01,28874,29040
-0.14,0.14,28874,29044
0.13,-0.13,28874,29075
-0.44,0.44,28877,28911
-0.19,0.19,28880,28879
0.00,-0.00,28879,28885
0.00,-0.00,28879,28886
0.00,-0.00,28879,28887
-0.19,0.19,28879,28888
0.01,-0.01,28880,28949
0.36,-0.36,28880,28954
-0.06,0.06,28880,28988
-0.13,0.13,28880,40726
-0.01,0.01,28880,40861
-0.78,0.78,40722,28888
-3.94,3.98,28888,40909
-0.01,0.01,28890,30327
-0.00,0.00,28896,28898
0.02,-0.02,28896,28934
0.00,-0.00,28896,28984
0.01,-0.01,28896,28998
0.03,-0.03,28896,29044
0.00,-0.00,28901,28928
-0.26,0.26,28904,28903
0.00,-0.00,28903,28906
-1.69,1.69,28903,28919
-1.43,1.43,29015,28903
0.02,-0.02,28911,28904
-0.00,0.00,28904,28920
-0.00,0.00,28904,28935
-0.27,0.27,29016,28904
-0.00,0.00,28904,29022
-0.01,0.01,28908,28907
-0.01,0.01,28907,28909
0.00,0.00,28907,28910
0.00,-0.00,28908,28928
0.01,-0.01,28908,28978
0.00,-0.00,28908,28980
-0.00,0.00,28908,29059
-0.00,0.00,28908,29060
0.47,-0.47,28920,28911
-0.06,0.06,28915,28914
-0.06,0.06,28914,28916
0.02,-0.02,28915,28920
-0.00,0.00,28915,40861
0.06,-0.06,40726,28916
0.00,-0.00,28918,29038
-0.42,0.42,28920,28919
-2.11,2.11,28919,40722
0.00,-0.00,28920,28935
0.00,-0.00,28920,29022
0.00,-0.00,28924,28926
0.02,-0.02,28924,29038
0.03,-0.03,28924,29046
0.83,-0.83,29054,28924
0.00,-0.00,28927,29038
-0.00,0.00,28927,29046
0.00,-0.00,28928,28929
0.00,-0.00,28928,28930
0.01,-0.01,28928,28978
0.01,-0.01,28928,28980
-0.00,0.00,28928,29016
-0.00,0.00,28928,29059
-0.01,0.01,28928,29060
0.02,-0.02,28934,29044
0.02,-0.02,28935,28976
-0.00,0.00,28935,29022
-0.00,0.00,28948,28987
0.00,-0.00,28948,28994
0.00,-0.00,28948,28995
-0.00,0.00,28948,29051
0.00,-0.00,28949,28951
-0.13,0.13,28949,28954
0.00,0.00,28949,28955
-0.00,0.00,28949,28956
-0.62,0.62,28954,28988
-0.00,0.00,28959,28961
0.01,-0.01,28959,28963
-0.06,0.06,28959,28964
-0.00,0.00,28959,29054
-0.00,0.00,28965,28969
0.00,-0.00,28965,28970
-0.00,0.00,28965,28975
-0.02,0.02,28965,28976
-0.00,0.00,28965,28977
0.01,-0.01,28978,28980
-0.00,0.00,28978,29059
-0.00,0.00,28978,29060
0.08,-0.08,28980,29004
-0.00,0.00,28988,28991
0.00,0.00,28988,28992
-0.67,0.67,28988,40039
-0.00,0.00,28998,29000
0.00,-0.00,28998,29001
-0.00,0.00,28998,29002
-0.17,0.17,28998,29003
0.04,-0.04,28998,29044
0.09,-0.09,29004,29025
0.00,0.00,29008,29011
-0.08,0.08,29016,29015
-0.08,0.08,29016,29015
-0.08,0.08,29016,29015
0.00,0.00,29015,29018
0.00,-0.00,29015,29019
0.00,-0.00,29015,29020
0.01,-0.01,29016,29059
0.00,-0.00,29016,29060
-2.31,2.31,29025,29024
0.00,0.00,29024,29027
0.00,-0.00,29024,29028
0.00,-0.00,29024,29029
0.00,-0.00,29024,29030
0.00,0.00,29024,29031
0.00,-0.00,29025,29032
-0.00,0.00,29033,29034
-0.00,0.00,29033,29035
-0.02,0.02,29033,29038
-0.00,0.00,29033,29046
-0.03,0.03,29033,29062
0.00,0.00,29034,29035
-0.03,0.03,29038,29046
-0.00,0.00,29038,29062
0.00,-0.00,29038,29070
0.00,0.00,29038,29071
0.02,-0.02,29038,29081
0.10,-0.10,29040,29039
-0.00,0.00,29039,29043
0.00,0.00,29046,29047
0.11,-0.11,29054,29062
-0.00,0.00,29056,29062
-0.00,0.00,29057,29062
0.00,-0.00,29059,29060
-0.00,-0.00,29062,29064
-0.00,0.00,29073,30327
-0.01,0.01,29073,30434
0.13,-0.13,29075,29079
-1.19,1.19,29081,29080
-0.00,0.00,29080,29083
-0.00,0.00,30035,30037
0.02,-0.02,30035,30070
-0.10,0.09,30035,30281
-0.86,0.86,30388,30035
-0.09,0.09,30035,30398
-0.12,0.12,30035,30426
-0.35,0.34,30035,30428
-0.12,0.12,30035,30435
-0.03,0.03,30035,30445
-0.00,0.00,30041,30043
1.10,-1.10,30048,30041
0.14,-0.14,30041,30310
0.27,-0.27,30041,30398
0.54,-0.54,30041,30428
0.16,-0.16,30041,30445
-0.01,0.01,30041,30458
0.00,-0.00,30045,30047
-0.33,0.33,30045,30048
0.11,-0.11,30045,30281
0.24,-0.24,30045,30398
0.96,-0.95,30271,30070
-0.03,0.03,30070,30281
-0.04,0.04,30070,30310
2.75,-2.80,30070,30367
1.04,-1.04,30388,30070
-0.08,0.07,30070,30398
-0.04,0.03,30070,30426
-0.45,0.44,30070,30428
-0.04,0.04,30070,30435
-0.04,0.04,30070,30445
-0.00,0.00,30075,30280
0.58,-0.57,30307,30075
-0.04,0.04,30075,30307
-0.61,0.62,30458,30075
0.02,-0.02,30075,30458
-0.00,0.00,30090,30171
0.00,-0.00,30090,30173
0.06,-0.06,30093,30291
-4.42,4.50,30302,30093
0.48,-0.47,30093,30302
0.08,-0.08,30093,30319
-4.91,5.11,30093,74223
-0.07,0.08,30093,74270
-0.11,0.11,30093,74296
0.01,-0.01,30112,30114
0.00,0.00,30112,30115
-0.00,0.00,30112,30323
0.00,-0.00,30112,30379
-0.01,0.01,30112,30427
-0.17,0.17,30173,30114
-0.16,0.16,30114,30433
0.05,-0.05,30123,30125
-0.02,0.02,30123,30323
-0.01,0.01,30123,30425
-0.02,0.02,30123,30427
-0.00,0.00,30123,30434
-0.60,0.60,30125,30416
0.03,-0.03,30171,30196
0.00,-0.00,30171,30208
0.00,-0.00,30171,30323
-0.00,0.00,30171,30332
-0.41,0.41,30171,30362
0.19,-0.19,30171,30378
0.01,-0.01,30171,30379
-0.00,0.00,30171,30425
-0.00,0.00,30171,30427
0.00,-0.00,30171,30429
-0.18,0.18,30444,30171
-0.00,0.00,30173,30323
-0.01,0.01,30173,30332
0.00,-0.00,30173,30379
0.20,-0.20,30173,30416
-0.02,0.02,30173,30425
-0.00,0.00,30173,30427
-0.00,0.00,30196,30277
-0.00,0.00,30196,30295
-0.02,0.02,30196,30323
0.00,-0.00,30196,30327
-0.01,0.01,30196,30332
-0.00,0.00,30196,30349
-0.00,0.00,30196,30350
-0.00,0.00,30196,30352
-0.01,0.01,30379,30196
0.10,-0.10,30196,30416
-0.03,0.03,30196,30425
-0.01,0.01,30196,30427
-0.00,0.00,30196,30429
-0.00,0.00,30196,30434
-0.00,0.00,30196,30449
-0.00,0.00,30208,30277
-0.01,0.01,30208,30323
-0.04,0.04,30324,30208
-0.00,0.00,30208,30326
0.00,-0.00,30208,30327
-0.00,0.00,30208,30352
-0.03,0.03,30208,30355
0.00,-0.00,30208,30379
-0.00,0.00,30208,30434
0.00,-0.00,30218,30220
-0.02,0.02,30218,30323
-0.04,0.04,30324,30218
-0.01,0.01,30218,30332
-0.00,0.00,30218,30352
-0.01,0.01,30218,30425
-0.00,0.00,30269,30310
-0.00,0.00,30269,30398
0.01,-0.01,30269,30428
-0.00,0.00,30269,30445
0.06,-0.06,30272,30271
0.90,-0.89,30314,30271
-0.05,0.05,30272,30314
0.00,-0.00,30274,30398
-0.04,0.04,30277,30323
0.04,-0.04,30277,30326
0.01,-0.01,30277,30338
-0.01,0.01,30277,30352
0.00,-0.00,30277,30379
0.00,-0.00,30277,30400
0.01,-0.01,30277,30434
0.00,-0.00,30277,30449
-0.00,0.00,30280,30307
-0.00,0.00,30281,30309
-0.01,0.01,30281,30310
-0.00,0.00,30281,30335
-0.00,0.00,30281,30336
-0.02,0.02,30281,30398
0.01,-0.01,30281,30426
0.17,-0.17,30281,30428
0.02,-0.02,30281,30435
-0.01,0.01,30281,30445
-0.17,0.17,30281,30458
-0.16,0.16,30287,30309
0.10,-0.10,30287,30426
0.05,-0.05,30287,30435
0.07,-0.06,30291,30302
0.03,-0.03,30293,30323
0.01,-0.01,30293,30332
0.02,-0.02,30293,30379
-0.05,0.05,30293,40980
0.00,-0.00,30295,30298
-0.00,0.00,30295,30299
0.00,-0.00,30295,30300
0.00,-0.00,30295,30301
0.00,-0.00,30295,30323
-0.00,0.00,30295,30332
0.01,-0.01,30295,30379
-0.00,0.00,30295,30425
0.01,-0.01,30444,30295
-0.00,0.00,30302,30306
0.65,-0.64,30302,30307
-3.44,3.46,30314,30302
0.20,-0.20,30302,30314
0.06,-0.06,30302,30319
0.08,-0.08,30302,30358
0.51,-0.51,30302,30382
0.02,-0.02,30307,30458
-0.02,0.02,30309,30314
-0.02,0.02,30309,30335
-0.00,0.00,30309,30336
-0.00,0.00,30309,30337
-0.11,0.11,30309,30358
0.01,-0.01,30309,30426
0.00,-0.00,30309,30428
0.01,-0.01,30309,30435
-0.03,0.03,30309,30458
-0.15,0.15,30310,30398
0.27,-0.27,30310,30428
0.10,-0.10,30310,30445
-0.11,0.11,30310,30458
2.77,-2.77,30314,30313
0.00,-0.00,30313,30316
0.00,-0.00,30313,30317
-2.75,2.77,30387,30313
-0.10,0.10,30314,30319
-0.01,0.01,30314,30358
0.04,-0.04,30319,30358
0.13,-0.13,30323,30322
0.13,-0.14,30322,30324
-0.00,0.00,30322,30325
0.00,-0.00,30323,30326
-0.01,0.01,30323,30332
0.00,-0.00,30323,30349
0.00,-0.00,30323,30350
0.06,-0.06,30323,30352
0.06,-0.06,30323,30379
0.04,-0.04,30323,30400
-0.01,0.01,30323,30425
-0.00,0.00,30323,30427
0.00,-0.00,30323,30429
0.00,-0.00,30323,30434
0.01,-0.02,30323,30449
0.01,-0.01,30323,40730
-0.08,0.08,30323,40980
-0.16,0.18,30323,50019
-0.12,0.12,30323,50453
-0.23,0.23,30416,30324
-0.02,0.02,30324,30457
0.05,-0.05,30326,30327
0.00,-0.00,30326,30338
-0.00,0.00,30326,30352
0.00,-0.00,30326,30379
-0.00,0.00,30326,30434
-0.00,0.00,30327,30379
-0.00,0.00,30327,30434
0.02,-0.02,30332,30345
0.00,-0.00,30332,30349
0.00,-0.00,30332,30350
0.04,-0.04,30332,30370
0.03,-0.03,30332,30379
0.01,-0.01,30332,30400
0.00,-0.00,30332,30425
0.01,-0.01,30332,30429
-0.13,0.14,30332,50453
0.00,-0.00,30335,30428
-0.02,0.02,30335,30458
-0.00,0.00,30338,30342
0.00,-0.00,30338,30343
-0.00,0.00,30338,30344
-0.00,0.00,30338,30352
0.01,-0.01,30338,30355
-0.00,0.00,30338,30434
-0.00,0.00,30345,30347
0.02,-0.02,30345,30424
0.00,-0.00,30349,30379
0.00,-0.00,30350,30379
-0.02,0.02,30351,30352
0.02,-0.02,30351,30355
0.00,-0.00,30352,30379
0.00,-0.00,30352,30400
-0.04,0.04,30434,30352
0.00,-0.00,30352,30434
0.00,-0.00,30352,30449
-0.02,0.02,30352,40980
-0.00,0.00,30362,30364
-0.00,0.00,30362,30365
-0.21,0.21,30362,30367
-0.21,0.21,30362,30367
2.38,-2.44,30367,30382
0.40,-0.40,30370,30369
-0.00,0.00,30369,30374
-0.00,-0.00,30369,30375
-0.00,0.00,30369,30376
-0.00,-0.00,30369,30377
-0.40,0.40,30399,30369
-0.36,0.36,30370,30378
-0.17,0.17,30378,30424
0.19,-0.19,30379,30416
-0.02,0.02,30379,30425
-0.00,0.00,30379,30427
-0.00,0.00,30379,30434
-0.00,0.00,30379,30449
-0.00,0.00,30379,30457
-0.00,-0.00,30382,30386
0.20,-0.20,30382,50407
2.64,-2.66,30382,50410
0.11,-0.11,30382,50421
1.64,-1.64,30388,30387
0.00,-0.00,30387,30390
0.00,-0.00,30387,30391
0.00,-0.00,30387,30392
0.00,-0.00,30387,30393
0.00,-0.00,30387,30394
-0.00,0.00,30387,30395
0.00,0.00,30387,30396
-0.07,0.07,30388,30398
-1.71,1.70,30388,30428
0.01,-0.01,30398,30426
0.34,-0.35,30398,30428
0.02,-0.02,30398,30435
0.21,-0.21,30398,30445
-0.06,0.06,30398,30458
0.06,-0.06,30400,30399
0.06,-0.06,30400,30399
0.06,-0.06,30400,30399
-0.00,0.00,30399,30404
-0.00,0.00,30399,30405
-0.00,0.00,30399,30406
0.00,-0.00,30399,30407
0.00,-0.00,30399,30408
0.00,-0.00,30399,30409
0.00,-0.00,30399,30410
0.00,0.00,30399,30411
-0.00,0.00,30399,30412
0.00,-0.00,30399,30413
-0.00,0.00,30399,30414
0.00,0.00,30399,30415
-2.68,2.73,30399,40783
-0.12,0.12,30400,30416
-0.00,0.00,30400,30425
-0.00,0.00,30417,30422
-0.00,0.00,30417,30423
0.07,-0.07,30417,30424
-0.06,0.06,30417,30425
-0.02,0.02,30417,30427
-0.14,0.14,30433,30424
-0.22,0.22,30424,30444
0.08,-0.08,30425,30427
0.01,-0.01,30425,30427
0.02,-0.02,30425,30429
0.03,-0.03,30425,30437
-0.27,0.28,30425,50453
-0.02,0.02,30426,30428
0.01,-0.01,30426,30435
